left_id;Merek Dagang;Alamat Pu;No Daftar;Tgl Daftar;No Sert;Tgl Sert;Tgl Valid;right_id;Name;Address;Website;Plus_Code;Rating;Reviews;URL;jaccard;label
732;box kopi;ngagel jaya utara 20 pucang sewu gubeng;SH2022-1-074817;17 October, 2022, 00:00;ID35110000687921022;1 December, 2022, 00:00;1 December, 2026, 00:00;3232;box kopi;ngagel jaya utara 20 pucang sewu gubeng 60283;https://instagram.com/boxkopi.sby?igshid=YmMyMTA2M2Y=;PQ63+8J Pucang Sewu, Surabaya City, East Java;5;1;https://www.google.com/maps/place/BOX+KOPI/@-7.285013,112.732038,13z/data=!4m10!1m2!2m1!1sBOX+KOPI!3m6!1s0x2dd7fb85981b3531:0x7d84f178e8a6aa62!8m2!3d-7.289211!4d112.7541195!15sCghCT1ggS09QSVoKIghib3gga29waZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F11tjllknf5?hl=en;0.9375;1
544;hevn cake;simpang darmo permai utara 30 lontar sambikerep;SH2022-1-056495;19 September, 2022, 00:00;ID35110000940260922;19 December, 2022, 00:00;19 December, 2026, 00:00;3201;hevn cake;simpang darmo permai utara 30 lontar sambikerep 60226;http://www.hevncake.com/;PMCM+Q2 Lontar, Surabaya City, East Java;4;50;https://www.google.com/maps/place/Hevn+Cake/@-7.2780103,112.6780524,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fd845c4dcfb9:0x6390d73bdf95226a!8m2!3d-7.2780156!4d112.6825371!16s%2Fg%2F11gmccrk4z?hl=en;0.9375;1
1405;mixue ice cream tea tenggilis;raya tenggilis mejoyo 4 kali rungkut rungkut 60293;;;ID00410001326911122;;;3300;mixue ice cream tea tenggilis;raya tenggilis mejoyo 4 kali rungkut rungkut city 60293;;MQH7+M7 Kali Rungkut, Surabaya City, East Java;4.6;85;https://www.google.com/maps/place/Mixue+Ice+Cream+%26+Tea+-+Tenggilis/@-7.2788329,112.6957981,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fb9160ff0f3b:0x4dd1640ce70a813d!8m2!3d-7.3207739!4d112.7631408!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11tdrld6qr?hl=en;0.9375;1
354;dapur kesuma;wisma medokan utara 1 b5 medokan ayu rungkut;SH2022-1-038161;24 August, 2022, 00:00;ID35110001141770822;29 December, 2022, 00:00;29 December, 2026, 00:00;3203;dapur kesuma;wisma medokan utara 1 b5 medokan ayu rungkut 60295;;MQHV+RV Medokan Ayu, Surabaya City, East Java;5;1;https://www.google.com/maps/place/Dapur+Kesuma/@-7.3203808,112.7925388,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fb4b3a1ebfb9:0x4def39ce3c0e19e4!8m2!3d-7.3203861!4d112.7947275!16s%2Fg%2F11sb97pqv6?hl=en;0.9375;1
104;dimsum e manan;tuban 1 48 jepara bubutan 60171;SH2022-1-018269;21 June, 2022, 00:00;ID35210000744170622;22 November, 2022, 00:00;22 November, 2026, 00:00;3264;dimsum e manan;nomer tuban 1 48 jepara bubutan 60171;;QP6F+76 Jepara, Surabaya City, East Java;4.7;11;https://www.google.com/maps/place/Dimsum+E+Manan/@-7.2393388,112.7143292,15z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f931bbb8a45f:0xc2fe9cf9345b7f2f!8m2!3d-7.2393602!4d112.7230625!16s%2Fg%2F11cly76rn2?hl=en;0.928571429;1
1379;mixue ice cream tea tidar;ruko tidar mas square a9 nan;;;ID00410001326911122;;;3327;mixue ice cream tea tidar;ruko tidar mas square a9;;;4.6;416;https://www.google.com/maps/place/Mixue+Ice+Cream+%26+Tea+-+Tidar/@-7.3218869,112.7107423,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f9dec38eef41:0xffd071b9f819f233!8m2!3d-7.255956!4d112.719152!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11pvvcfcf9?hl=en;0.916666667;1
1414;mixue ice cream tea upn rungkut madya;rungkut madya 213 medokan ayu rungkut nan;;;ID00410001326911122;;;3287;mixue ice cream tea upn rungkut madya;rungkut madya 213 medokan ayu rungkut;;MQ9Q+67 Medokan Ayu, Surabaya City, East Java;4.3;42;https://www.google.com/maps/place/MIXUE+Ice+Cream+%26+Tea+-+UPN+Rungkut+Madya/@-7.256069,112.6634622,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fb8ca5f281f9:0xbc6c661907ccb550!8m2!3d-7.3319521!4d112.7882022!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11sbhkqcg9?hl=en;0.916666667;1
1361;burger king wiyung;citraland vittorio wiyung babatan wiyung 60227;;;;;31 March, 2023, 00:00;3094;burger king wiyung;citraland vittorio wiyung babatan wiyung city 60227;https://bkdelivery.co.id/;MMQM+CR Babatan, Surabaya City, East Java;4.6;2,279;https://www.google.com/maps/place/Burger+King+Wiyung/@-7.2634157,112.7041891,14z/data=!3m1!5s0x2dd7f960abfb9c05:0x2e6464fae9c89bc9!4m10!1m2!2m1!1sburger+king+surabaya!3m6!1s0x2dd7fd9ad425937f:0x6c9cd55eae342bd0!8m2!3d-7.3114653!4d112.684541!15sChRidXJnZXIga2luZyBzdXJhYmF5YSIDiAEBWhYiFGJ1cmdlciBraW5nIHN1cmFiYXlhkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11hf1nrrlb?hl=en;0.916666667;1
1343;ayam nelongso wijaya kusuma;dukuh kupang 20 10a dukuh kupang dukuhpakis 60225;;;;;6 January, 2023, 00:00;2023;ayam goreng nelongso wijaya kusuma;dukuh kupang 20 10a dukuh kupang dukuhpakis 60225;http://www.nelongso.com/;;4.2;1,603;https://www.google.com/maps/place/Ayam+Goreng+Nelongso+Wijaya+Kusuma/@-7.3030292,112.7066486,13z/data=!4m10!1m2!2m1!1sayam+nelongso+surabaya!3m6!1s0x2dd7fb504f105559:0xea4f4c941d6809cf!8m2!3d-7.2818333!4d112.7154668!15sChZheWFtIG5lbG9uZ3NvIHN1cmFiYXlhIgOIAQFaGCIWYXlhbSBuZWxvbmdzbyBzdXJhYmF5YZIBCnJlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTjVNM1pYUldsUlJSQULgAQA!16s%2Fg%2F11f6gj338f?hl=en;0.9;1
1359;burger king basuki rahmat surabaya;pert darmo park 1 bl 4 b 3 60256 embong kaliasin genteng 60271;;;;;31 March, 2023, 00:00;3096;burger king basuki rahmat;pert darmo park 1 bl 4 b 3 60256 embong kaliasin genteng 60271;https://bkdelivery.co.id/;PPPR+4X Embong Kaliasin, Surabaya City, East Java;4.6;1,667;https://www.google.com/maps/place/Burger+King+Basuki+Rahmat/@-7.2649714,112.7130539,14z/data=!4m10!1m2!2m1!1sburger+king+surabaya!3m6!1s0x2dd7f9f3c95604fd:0x8e12334dde05eaeb!8m2!3d-7.2647301!4d112.7423782!15sChRidXJnZXIga2luZyBzdXJhYmF5YSIDiAEBWhYiFGJ1cmdlciBraW5nIHN1cmFiYXlhkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11fswbs__b?hl=en;0.9;1
1360;burger king merr;dr ir h soekarno kedung baruk rungkut 60298;;;;;31 March, 2023, 00:00;3092;burger king merr;mqmj 4gv dr ir h soekarno kedung baruk rungkut 60298;http://bkdelivery.co.id/;;4.5;4,576;https://www.google.com/maps/place/Burger+King+-+MERR/@-7.3114653,112.6495221,14z/data=!4m10!1m2!2m1!1sburger+king+surabaya!3m6!1s0x2dd7fbf95bbecceb:0x1e82e72847851187!8m2!3d-7.3171333!4d112.7813081!15sChRidXJnZXIga2luZyBzdXJhYmF5YSIDiAEBWhYiFGJ1cmdlciBraW5nIHN1cmFiYXlhkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11gnq9cdkw?hl=en;0.9;1
1346;bakmi gm tunjungan plaza 6;tunjungan plaza 6 lt 5 kedungdoro tegalsari 60261;;;;;14 April, 2022, 00:00;3179;bakmi gm tunjungan plaza;tunjungan plaza 6 lt 5 kedungdoro tegalsari 60261;http://www.bakmigm.com/;PPQQ+54 Kedungdoro, Surabaya City, East Java;4.5;2,516;https://www.google.com/maps/place/Bakmi+GM+Tunjungan+Plaza/@-7.3136272,112.6248977,13z/data=!4m10!1m2!2m1!1sbakmi+gm+surabaya!3m6!1s0x2dd7f95df027ebdf:0xd806c269a2c9b952!8m2!3d-7.2620014!4d112.7378657!15sChFiYWttaSBnbSBzdXJhYmF5YSIDiAEBWhMiEWJha21pIGdtIHN1cmFiYXlhkgELbm9vZGxlX3Nob3DgAQA!16s%2Fg%2F11f110vdyj?hl=en;0.9;1
1368;richeese factory rungkut;rungkut madya 61 rungkut kidul rungkut 60293;;;;;16 June, 2022, 00:00;2987;richeese factory rungkut madya;rungkut madya 61 rungkut kidul rungkut 60293;https://richeesefactory.com/;MQ9G+G9 Rungkut Kidul, Surabaya City, East Java;4.4;2,864;https://www.google.com/maps/place/Richeese+Factory+Rungkut+Madya/@-7.2892973,112.6426966,14z/data=!4m10!1m2!2m1!1sricheese+surabaya!3m6!1s0x2dd7fb6ac28652fb:0x3837414d71b546a7!8m2!3d-7.3311904!4d112.7759465!15sChFyaWNoZWVzZSBzdXJhYmF5YSIDiAEBWhMiEXJpY2hlZXNlIHN1cmFiYXlhkgEUZmFzdF9mb29kX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11gj7670t4?hl=en;0.875;1
1345;ayam nelongso siwalankerto;siwalankerto 88 siwalankerto wonocolo 60234;;;;;6 January, 2023, 00:00;3187;ayam goreng nelongso siwalankerto;siwalankerto 88 siwalankerto wonocolo 60234;https://instagram.com/ayamnelongso.surabaya;MP6M+89 Siwalankerto, Surabaya City, East Java;4.2;545;https://www.google.com/maps/place/Ayam+Goreng+Nelongso+Siwalankerto/@-7.2818333,112.645429,13z/data=!4m10!1m2!2m1!1sayam+nelongso+surabaya!3m6!1s0x2e78827f4b0acfd9:0xd74312523be3ab63!8m2!3d-7.3391489!4d112.7333904!15sChZheWFtIG5lbG9uZ3NvIHN1cmFiYXlhIgOIAQFaGCIWYXlhbSBuZWxvbmdzbyBzdXJhYmF5YZIBFmZyaWVkX2NoaWNrZW5fdGFrZWF3YXmaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTTJiV05MTkRGQlJSQULgAQA!16s%2Fg%2F11b700k2j9?hl=en;0.875;1
1348;bakmi gm graha family;mayjen yono suwoyo babatan wiyung 60227;;;;;14 April, 2022, 00:00;3177;bakmi gm graha family;pm3g wgf mayjen yono suwoyo babatan wiyung 60227;http://www.bakmigm.com/;;4.4;2,793;https://www.google.com/maps/place/Bakmi+GM+Graha+Family/@-7.2764355,112.7102663,13z/data=!4m10!1m2!2m1!1sbakmi+gm+surabaya!3m6!1s0x2dd7fc4928453deb:0x282fcf3493c2492d!8m2!3d-7.2951877!4d112.6763073!15sChFiYWttaSBnbSBzdXJhYmF5YSIDiAEBWhMiEWJha21pIGdtIHN1cmFiYXlhkgELbm9vZGxlX3Nob3DgAQA!16s%2Fg%2F11g88h8tfg?hl=en;0.875;1
1018;pizza haq;kendangsari b 10 kendangsari tenggilis mejoyo;SH2022-1-008224;22 May, 2022, 00:00;ID35110000372210522;15 July, 2022, 00:00;15 July, 2026, 00:00;3117;pizza haq;kendangsari ykp b 10 kendangsari tenggilis mejoyo 60292;https://pizzahut.co.id/;MPJX+PF Kendangsari, Surabaya City, East Java;5;6;https://www.google.com/maps/place/Pizza+Haq/@-7.3181625,112.7442103,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fd95bd9549a5:0x4601e3c98c8f591a!8m2!3d-7.3181678!4d112.748695!16s%2Fg%2F11jm4n2wg6?hl=en;0.857142857;1
1416;mixue ice cream tea wiyung;raya wiyung babatan wiyung 60227;;;ID00410001326911122;;;3285;mixue ice cream tea wiyung;mmqj qvq raya wiyung babatan wiyung 60227;;;4.4;96;https://www.google.com/maps/place/Mixue+Ice+Cream+%26+Tea+-+Wiyung/@-7.2385027,112.6754665,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fdb639ef6ddf:0xbeb5589b6291036f!8m2!3d-7.3105423!4d112.6822394!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11t6vmtbwy?hl=en;0.833333333;1
1252;starbucks coffee gubeng;raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281;;;;;2 March, 2023, 00:00;2983;starbucks gubeng;raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281;http://www.starbucks.co.id/;PPHX+5H Gubeng, Surabaya City, East Java;4.7;2,911;https://www.google.com/maps/place/Starbucks+Gubeng/@-7.2617157,112.6131754,12z/data=!4m10!1m2!2m1!1sstarbucks+surabaya!3m6!1s0x2dd7fba29012fdc3:0xece3ccc170770453!8m2!3d-7.2721094!4d112.7489293!15sChJzdGFyYnVja3Mgc3VyYWJheWEiA4gBAVoUIhJzdGFyYnVja3Mgc3VyYWJheWGSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11g1pg5n8h?hl=en;0.833333333;1
937;ngastina;bawean 20 ngagel wonokromo 60275;SH2022-1-005921;20 April, 2022, 00:00;ID35110000499080422;7 October, 2022, 00:00;7 October, 2026, 00:00;3224;ngastina;bawean 20 ngagel wonokromo 60246;;PPCW+VQ Ngagel, Surabaya City, East Java;4.5;125;https://www.google.com/maps/place/Ngastina/@-7.2778304,112.7382415,15z/data=!4m6!3m5!1s0x2dd7fb5f047d8075:0x728d490336f0e6d7!8m2!3d-7.2778518!4d112.7469748!16s%2Fg%2F11p62395sm?hl=en;0.833333333;1
1354;pizza hut delta plaza;plaza pemuda 33 37 embong kaliasin genteng 60271;;;;;30 March, 2023, 00:00;1434;pizza hut restoran delta plaza surabaya;plaza pemuda 33 37 embong kaliasin genteng 60271;https://www.pizzahut.co.id/;PPPX+58 Embong Kaliasin, Surabaya City, East Java;4.6;1603;https://www.google.com/maps/place/Pizza+Hut+Restoran+-+Delta+Plaza+Surabaya/@-7.2919018,112.6996859,13z/data=!4m11!1m3!2m2!1srestoran+di+surabaya+tengah!6e5!3m6!1s0x2dd7f962f152a7ed:0xe7018a82b431cd12!8m2!3d-7.2645777!4d112.7483724!15sChtyZXN0b3JhbiBkaSBzdXJhYmF5YSB0ZW5nYWhaHSIbcmVzdG9yYW4gZGkgc3VyYWJheWEgdGVuZ2FokgEQcGl6emFfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOWk16WkhMVkZCRUFF4AEA!16s%2Fg%2F1tly68g1?hl=en;0.833333333;1
403;dimsum mbledos;dr ir h soekarno 53 kalijudan mulyorejo 60114;SH2021-1-003310;2 August, 2021, 00:00;ID00110000180270821;3 November, 2021, 00:00;3 November, 2025, 00:00;3269;dimsum mbledos merr;dr ir h soekarno 53 kalijudan mulyorejo 60114;https://dimsummbledos.id/;PQRM+53 Kalijudan, Surabaya City, East Java;4.4;5,460;https://www.google.com/maps/place/Dimsum+Mbledos+Merr/@-7.2595399,112.7805019,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f98c76b11215:0x28b75e5050f13585!8m2!3d-7.2595452!4d112.7826906!16s%2Fg%2F11b6v6j4gj?hl=en;0.833333333;1
325;aisya catering wedding;kebonsari 3 28 kebonsari jambangan 60233;35-2-1120-1024;11 February, 2020, 00:00;ID35220000076870220;3 June, 2021, 11:23;3 June, 2025, 11:23;1856;aisya catering wedding;dan kebonsari 3 28 raya kebonsari 18 kebonsari jambangan 60233;https://kateringaisya.com/;MPF6+4R Kebonsari, Surabaya City, East Java;4.9;935;https://www.google.com/maps/place/Aisya+Catering+Wedding/@-7.264435,112.6616653,13z/data=!4m10!1m2!2m1!1skatering+di+surabaya+pusat!3m6!1s0x2dd7fc9f0863a339:0x6fd885facc531c1e!8m2!3d-7.3271511!4d112.7120595!15sChprYXRlcmluZyBkaSBzdXJhYmF5YSBwdXNhdFocIhprYXRlcmluZyBkaSBzdXJhYmF5YSBwdXNhdJIBEGNhdGVyaW5nX3NlcnZpY2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTmxjVGhNTTJ0blJSQULgAQA!16s%2Fg%2F11bwyddq2v?hl=en;0.8125;1
148;astin brownies cookies;ngaglik baru 3 23 kapasari genteng;SH2022-1-056297;19 September, 2022, 00:00;ID35110000555780922;11 November, 2022, 00:00;11 November, 2026, 00:00;3212;dapur astin brownies cookies;ngaglik baru 3 23 kapasari genteng 60273;https://dapurastin.business.site/?utm_source=gmb&utm_medium=referral;PQX2+MR Kapasari, Surabaya City, East Java;5;6;https://www.google.com/maps/place/Dapur+Astin+Brownies+%26+Cookies/@-7.250809,112.7498233,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7f973260877a1:0xfb26ea0618af3ffc!8m2!3d-7.2508143!4d112.752012!16s%2Fg%2F11h07mx9pm?hl=en;0.803571429;1
993;pangsit mie ayam kak rus;perumahan gunung sari indah ww 21 60223;SH2021-1-012996;29 October, 2021, 00:00;ID35110000240741021;21 March, 2022, 00:00;21 March, 2026, 00:00;3228;pangsit mie ayam kak rus;ww perumahan gn sari indah 21 kedurus karangpilang 60223;;MPH3+V9 Kedurus, Surabaya City, East Java;4.6;11;https://www.google.com/maps/place/Pangsit+Mie+Ayam+Kak+Rus/@-7.3202532,112.6947175,15z/data=!4m6!3m5!1s0x2e7882715e290469:0x261dd93f3f495a16!8m2!3d-7.3202746!4d112.7034508!16s%2Fg%2F11f04bydw8?hl=en;0.8;1
1369;roti o dtc surabaya;darmo trade center jagir wonokromo jagir wonokromo 60244;;;;;6 October, 2022, 00:00;2956;roti o dtc wonokromo;darmo trade center jagir wonokromo jagir wonokromo 60244;;MPXQ+26 Jagir, Surabaya City, East Java;4;1;https://www.google.com/maps/place/Roti+O+-+DTC+Wonokromo/@-7.2531727,112.5968904,11z/data=!4m11!1m3!2m2!1sroti+o+surabaya!6e2!3m6!1s0x2dd7fb24987a1d8d:0x149ac690ad4759bb!8m2!3d-7.3023866!4d112.7381218!15sCg9yb3RpIG8gc3VyYWJheWFaESIPcm90aSBvIHN1cmFiYXlhkgEGYmFrZXJ54AEA!16s%2Fg%2F11q1lbkbn0?hl=en;0.8;1
1385;mixue ice cream kapas krampung;kapas krampung 97b rangkah tambaksari 60135;;;ID00410001326911122;;;3321;mixue kapas krampung;kapas krampung 97b rangkah tambaksari 60135;;;4.5;273;https://www.google.com/maps/place/Mixue+Kapas+Krampung/@-7.2732674,112.6753936,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f9263a4a5d2b:0x4f0c9e15ab14c2d8!8m2!3d-7.2501376!4d112.7646702!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11rtvk24t7?hl=en;0.8;1
538;guri ramen mulyosari;mulyosari 92 kalisari mulyorejo nan;00-1-0420-1049;17 April, 2020, 00:00;ID00120000083340420;10 June, 2021, 00:00;10 June, 2025, 00:00;3243;guri ramen mulyosari;raya mulyosari 92 kalisari mulyorejo 60112;https://linktr.ee/tepanindonesia;PQPW+Q5 Kalisari, Surabaya City, East Java;4.5;405;https://www.google.com/maps/place/Guri+Ramen+Mulyosari/@-7.2631248,112.7954006,17z/data=!4m6!3m5!1s0x2dd7f9f634350c61:0x9f310a0e9dbc4d86!8m2!3d-7.2631248!4d112.7954006!16s%2Fg%2F11hbsq6hys?hl=en;0.785714286;1
161;aykitchen;wonorejo selatan 4 122 wonorejo rungkut;SH2022-1-034913;17 July, 2022, 00:00;ID35110001137410722;29 December, 2022, 00:00;29 December, 2026, 00:00;3210;aykitchen;wonorejo sel 4 122 wonorejo rungkut 60296;https://aykitchen.business.site/;MQMX+FM Wonorejo, Surabaya City, East Java;4;1;https://www.google.com/maps/place/AyKitchen/@-7.3162955,112.7946772,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fb28282a7863:0x65eb9c43d3f38bfc!8m2!3d-7.3163008!4d112.7991619!16s%2Fg%2F11f724tdg9?hl=en;0.785714286;1
291;carpentier kitchen;untung suropati 83 dr soetomo tegalsari;SH2022-1-121424;24 November, 2022, 00:00;ID35110001109781122;27 December, 2022, 00:00;27 December, 2026, 00:00;1634;carpentier kitchen;untung suropati 83 tegalsari 60264;;PP8P+3H DR. Soetomo, Surabaya City, East Java;4.6;2222;https://www.google.com/maps/place/Carpentier+Kitchen/@-7.293172,112.686164,14z/data=!4m11!1m3!2m2!1srestoran+di+surabaya+barat!6e5!3m6!1s0x2dd7fbea561d0f9d:0x351791d80fe14db3!8m2!3d-7.2848529!4d112.736497!15sChpyZXN0b3JhbiBkaSBzdXJhYmF5YSBiYXJhdFocIhpyZXN0b3JhbiBkaSBzdXJhYmF5YSBiYXJhdJIBBGNhZmXgAQA!16s%2Fg%2F11bw5wkt42?hl=en;0.785714286;1
1363;cfc pasar atom;mall ps atum bunguran 45 bongkaran pabean cantikan 60161;;;;;17 November, 2022, 00:00;3085;cfc atom;mall ps atum bunguran 45 bongkaran pabean cantikan city 60161;http://www.cfcindonesia.com/;QP5V+8P Bongkaran, Surabaya City, East Java;4;4;https://www.google.com/maps/place/CFC+Atom/@-7.2615886,112.7153983,14z/data=!4m10!1m2!2m1!1scfc+surabaya!3m6!1s0x2dd7f958482c1de7:0xafcd0eea34083fd!8m2!3d-7.241747!4d112.7442815!15sCgxjZmMgc3VyYWJheWEiA4gBAVoOIgxjZmMgc3VyYWJheWGSARRmYXN0X2Zvb2RfcmVzdGF1cmFudOABAA!16s%2Fg%2F11f6g5grff?hl=en;0.783333333;1
1374;gokana ramen teppan delta plaza;plaza pemuda 33 37 embong kaliasin genteng 60271;;;;;7/21/2022 0:00;2926;gokana ramen teppan plaza surabaya;plaza pemuda 33 37 embong kaliasin genteng city 60271;;PPPX+3C Embong Kaliasin, Surabaya City, East Java;3.4;53;https://www.google.com/maps/place/Gokana+Ramen+%26+Teppan+-+Plaza+Surabaya/@-7.2890302,112.5883865,12z/data=!3m1!5s0x2dd7f9623be241d9:0x565a4b2fd4071dbb!4m10!1m2!2m1!1sgokana+surabaya!3m6!1s0x2dd7f9603b0bb569:0xd64f415f028957d3!8m2!3d-7.264771!4d112.748614!15sCg9nb2thbmEgc3VyYWJheWFaESIPZ29rYW5hIHN1cmFiYXlhkgETamFwYW5lc2VfcmVzdGF1cmFudOABAA!16s%2Fg%2F11h2n1xsg6?hl=en;0.777777778;1
349;dapur flamboyan;bendul merisi gg 1 sel 23 rt rw bendul merisi wonocolo;SH2022-1-088578;31 October, 2022, 00:00;ID35110001089481022;20 December, 2022, 00:00;20 December, 2026, 00:00;3204;dapur flamboyan;bendul merisi gg 1 selatan 23 bendul merisi wonocolo 60244;;MPQR+H8 Bendul Merisi, Surabaya City, East Java;5;1;https://www.google.com/maps/place/Dapur+Flamboyan/@-7.3111146,112.7363175,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fbcc5637ea4f:0xf86ce28cb802b15!8m2!3d-7.3111199!4d112.7408022!16s%2Fg%2F11j1j3smvx?hl=en;0.772727273;1
1420;mixue ice cream tea bg junction;lantai ug upper ground c oc1 oc2 bubutan 1 7 bubutan bubutan 60174;;;ID00410001326911122;;;3276;mixue bg junction;lantai ug upper ground c oc1 oc2 bubutan 1 7 bubutan bubutan 60174;;PPWM+36 Bubutan, Surabaya City, East Java;4.3;6;https://www.google.com/maps/place/Mixue+BG+Junction/@-7.2849713,112.6243386,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7f9e791a4f2e1:0x795761b2a3ffad3e!8m2!3d-7.2547722!4d112.7330883!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11tn2rv2fp?hl=en;0.75;1
1371;roti o kazacity surabaya;kaza city kapas krampung tambakrejo simokerto 60133;;;;;6 October, 2022, 00:00;2950;roti o;kaza city kapas krampung tambakrejo simokerto 60133;;;QQ25+MC Tambakrejo, Surabaya City, East Java;4.1;25;https://www.google.com/maps/place/Roti'o/@-7.2531727,112.5968904,11z/data=!4m11!1m3!2m2!1sroti+o+surabaya!6e2!3m6!1s0x2dd7f974f50f5453:0x1bc6cce37deebab7!8m2!3d-7.248351!4d112.758576!15sCg9yb3RpIG8gc3VyYWJheWFaESIPcm90aSBvIHN1cmFiYXlhkgEGYmFrZXJ54AEA!16s%2Fg%2F11b6tx78ts?hl=en;1
767;kuweh surabaya;menur 38 60286;SH2021-1-009828;17 October, 2021, 00:00;ID35110000174871021;16 December, 2021, 00:00;16 December, 2025, 00:00;3231;kuweh surabaya;raya menur 38 airlangga gubeng 60286;https://instabio.cc/Kuwehsurabaya;PQC6+HR Airlangga, Surabaya City, East Java;4.7;134;https://www.google.com/maps/place/Kuweh+Surabaya/@-7.2785349,112.7620869,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd7fb9e00b0b5c5:0x18a25eb3db125d00!8m2!3d-7.2785349!4d112.7620869!16s%2Fg%2F11fp3hvgk8?hl=en;0.75;1
1366;richeese factory ahmad yani;ahmad yani 288 dukuh menanggal gayungan 60234;;;;;16 June, 2022, 00:00;2986;richeese factory;ahmad yani 288 dukuh menanggal gayungan 60234;http://richeesefactory.com/;;4.4;1,139;https://www.google.com/maps/place/Richeese+Factory/@-7.3311904,112.7409276,14z/data=!3m1!5s0x2dd7fb4d834ab321:0x2339c254a5a19c42!4m10!1m2!2m1!1sricheese+surabaya!3m6!1s0x2dd7fb4d87de6f5d:0x9b6e0e9a24adcdff!8m2!3d-7.3451646!4d112.7285174!15sChFyaWNoZWVzZSBzdXJhYmF5YSIDiAEBWhMiEXJpY2hlZXNlIHN1cmFiYXlhkgEUZmFzdF9mb29kX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11b6sk6v7p?hl=en;0.75;1
1388;mixue ice cream tea ptc surabaya;puncak indah raya lontar 2 babatan wiyung 60216;;;ID00410001326911122;;;3318;mixue ptc surabaya;puncak indah raya lontar 2 babatan wiyung 60216;;PM5F+WQ Babatan, Surabaya City, East Java;5;2;https://www.google.com/maps/place/Mixue+PTC+Surabaya/@-7.2901559,112.6044295,13z/data=!4m11!1m3!2m2!1smixue+di+surabaya!6e5!3m6!1s0x2dd7fd3b9313a00f:0x3085c9cffe18f5e6!8m2!3d-7.2901559!4d112.6744673!15sChFtaXh1ZSBkaSBzdXJhYmF5YVoTIhFtaXh1ZSBkaSBzdXJhYmF5YZIBDmljZV9jcmVhbV9zaG9w4AEA!16s%2Fg%2F11ts28wr2g?hl=en;0.75;1
