Nama Pu,Alamat Pu,Kota Pu,Prov Pu,Kode Pos Pu,Nama Jenis Produk,Merek Dagang,Jml Produk,No Daftar,Tgl Daftar,No Sert,Tgl Sert,Tgl Valid,Nama Produk
"SITI AWANAH, SH",DUPAK MASIGIT XI NO. 16A JEPARA BUBUTAN,KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",Sahabat Farah,2,SH2022-1-042374,"2 September, 2022, 00:00",ID35110000632630922,"23 November, 2022, 00:00","23 November, 2026, 00:00",Kerupuk Lele Farah
"SITI AWANAH, SH",DUPAK MASIGIT XI NO. 16A JEPARA BUBUTAN,KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",Sahabat Farah,2,SH2022-1-042374,"2 September, 2022, 00:00",ID35110000632630922,"23 November, 2022, 00:00","23 November, 2026, 00:00",Kerupuk Patin Farah
YULIANA,WONOKUSUMO BHAKTI 3/19 WONOKUSUMO SEMAMPIR,KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",SAHILA,2,SH2022-1-033267,"4 July, 2022, 00:00",ID35110000305460722,"29 August, 2022, 00:00","29 August, 2026, 00:00",Kerupuk SAHILA mentah
YULIANA,WONOKUSUMO BHAKTI 3/19 WONOKUSUMO SEMAMPIR,KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",SAHILA,2,SH2022-1-033267,"4 July, 2022, 00:00",ID35110000305460722,"29 August, 2022, 00:00","29 August, 2026, 00:00",Kerupuk SAHILA mATENG
WATINA SIP,"SIMOPOMAHAN 1 NO. 40, RT/RW -, SIMOMULYO BARU, SUKOMANUNGGAL",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",SAMBEL MAKNYOS,7,SH2022-1-112782,"21 November, 2022, 00:00",ID35110001054381122,"20 December, 2022, 00:00","20 December, 2026, 00:00",Variant Sambel Klotok
WATINA SIP,"SIMOPOMAHAN 1 NO. 40, RT/RW -, SIMOMULYO BARU, SUKOMANUNGGAL",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",SAMBEL MAKNYOS,7,SH2022-1-112782,"21 November, 2022, 00:00",ID35110001054381122,"20 December, 2022, 00:00","20 December, 2026, 00:00",Variant Sambel Cumi
WATINA SIP,"SIMOPOMAHAN 1 NO. 40, RT/RW -, SIMOMULYO BARU, SUKOMANUNGGAL",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",SAMBEL MAKNYOS,7,SH2022-1-112782,"21 November, 2022, 00:00",ID35110001054381122,"20 December, 2022, 00:00","20 December, 2026, 00:00",Variant Sambel Bajak
WATINA SIP,"SIMOPOMAHAN 1 NO. 40, RT/RW -, SIMOMULYO BARU, SUKOMANUNGGAL",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",SAMBEL MAKNYOS,7,SH2022-1-112782,"21 November, 2022, 00:00",ID35110001054381122,"20 December, 2022, 00:00","20 December, 2026, 00:00",Variant Sambel Matah
WATINA SIP,"SIMOPOMAHAN 1 NO. 40, RT/RW -, SIMOMULYO BARU, SUKOMANUNGGAL",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",SAMBEL MAKNYOS,7,SH2022-1-112782,"21 November, 2022, 00:00",ID35110001054381122,"20 December, 2022, 00:00","20 December, 2026, 00:00",Variant Sambel Geprek Hijau
WATINA SIP,"SIMOPOMAHAN 1 NO. 40, RT/RW -, SIMOMULYO BARU, SUKOMANUNGGAL",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",SAMBEL MAKNYOS,7,SH2022-1-112782,"21 November, 2022, 00:00",ID35110001054381122,"20 December, 2022, 00:00","20 December, 2026, 00:00",Variant Sambel Bawang
WATINA SIP,"SIMOPOMAHAN 1 NO. 40, RT/RW -, SIMOMULYO BARU, SUKOMANUNGGAL",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",SAMBEL MAKNYOS,7,SH2022-1-112782,"21 November, 2022, 00:00",ID35110001054381122,"20 December, 2022, 00:00","20 December, 2026, 00:00",Variant Sambel Teri
YENI VIRGIANTI,"KEJAWANPUTIHTAMBAK XVI/I SBY, RT/RW -, KEJAWAAN PUTIH TAMBAK, MULYOREJO",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",Suki Instan,1,SH2022-1-082451,"22 October, 2022, 00:00",ID35110000997781022,"19 December, 2022, 00:00","19 December, 2026, 00:00",Suki Bakso Ikan
IBANEZ MEGA OKTAFIA,"JL. TELUK NIBUNG BARAT 4 NO.2, RT/RW -, PERAK UTARA, PABEAN CANTIAN",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",Takoparty Takoyaki,2,SH2022-1-106477,"15 November, 2022, 00:00",ID35110000702041122,"2 December, 2022, 00:00","2 December, 2026, 00:00",Takoyaki
IBANEZ MEGA OKTAFIA,"JL. TELUK NIBUNG BARAT 4 NO.2, RT/RW -, PERAK UTARA, PABEAN CANTIAN",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",Takoparty Takoyaki,2,SH2022-1-106477,"15 November, 2022, 00:00",ID35110000702041122,"2 December, 2022, 00:00","2 December, 2026, 00:00",Okonomiyaki
DESSY TRI WAHYUNI,JL. KYAI TAMBAK DERES NO. 229 SURABAYA BULAK BULAK,KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",youngpack.id,1,SH2022-1-062405,"30 September, 2022, 00:00",ID35110000619460922,"18 November, 2022, 00:00","18 November, 2026, 00:00",Ikan Pe Beku
ELSA TRI ANGGRAINI.SE,"RANDU BARA II/4 RT 005/RW 012, RT/RW -, SIDOTOPO WETAN, KENJERAN",KOTA SURABAYA,JAWA TIMUR,-,"Ikan dan produk perikanan, termasuk moluska, krustase, dan ekinodermata dengan pengolahan dan penambahan bahan tambahan pangan",Zaqira Food,1,SH2022-1-123460,"25 November, 2022, 00:00",ID35110001235051122,"27 December, 2022, 00:00","27 December, 2026, 00:00",Ikan Bakar
PT. Ketabangkali Pangan Jaya,Jl. Ketabang Kali No. 2 Kel. Ketabang Kec. Genteng,Kota Surabaya,Jawa Timur,60272,Katering,,62,35-3-0920-1089,"22 September, 2020, 00:00",ID35320000082260920,"4 March, 2021, 00:00","4 March, 2025, 00:00",Apem
PT. Ketabangkali Pangan Jaya,Jl. Ketabang Kali No. 2 Kel. Ketabang Kec. Genteng,Kota Surabaya,Jawa Timur,60272,Katering,,62,35-3-0920-1089,"22 September, 2020, 00:00",ID35320000082260920,"4 March, 2021, 00:00","4 March, 2025, 00:00", Ayam Geprek Sambal Matah
PT. Ketabangkali Pangan Jaya,Jl. Ketabang Kali No. 2 Kel. Ketabang Kec. Genteng,Kota Surabaya,Jawa Timur,60272,Katering,,62,35-3-0920-1089,"22 September, 2020, 00:00",ID35320000082260920,"4 March, 2021, 00:00","4 March, 2025, 00:00", Ayam Goreng Lengkuas
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Concerto Sundae Chocolate (Es Krim Rasa Cokelat dan Vanila Dengan Saus Cokelat)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Concerto Midi Cookie Creamy (Es Krim Cone Rasa Vanila Dengan Kukis Krim Dan Taburan Cokelat Mini)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina _ Concerto Choco Passion (Es Krim Cone Rasa Coklat Dan Vanila Dengan Choco Chips Ditaburi Kacang)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Mini Concerto Chocolate (Es Krim Cone Cokelat Dengan Taburan Kacang Dan Pelapis Cokelat)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Mini Concerto Strawberry (Es Krim Cone Rasa Stroberi)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Chocolate Truffle (Es Krim Rasa Cokelat Hitam, Cokelat Susu, dan Cokelat Putih Dengan Cokelat Chip) - Kemasan 350 ml, 700 ml"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Blueberry Choco Chunk (Es Krim Rasa Cokelat, Blueberry, Vanilla Dengan Potongan Cokelat) - Kemasan 350 ml, 700 ml"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Choco Vanilla Choco Chunk (Es Krim Rasa Cokelat dan Vanila Dengan Potongan Cokelat) - Kemasan 350 ml, 700 ml"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Neapolitan (Es Krim Rasa Coklat, Stroberi Dan Vanila) - Kemasan 350 ml, 700 ml, 8L"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Strawberry (Es Krim Rasa Vanila) - Kemasan 5L, 8L"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Durian (Es Krim Rasa Durian)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Vanilla (Es Krim Rasa Vanila) - Kemasan 700 ml, 5L, 8L"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Hula Hula Kopyor (Es Krim Kopyor Rasa Frambosen)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - White Coffee (Es Krim Rasa Kopi Dengan Saus Kopi)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Chocolate (Es Krim Rasa Cokelat) - Kemasan 700 ml, 5L, 8L"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - My Cup Choco Strawberry (Es Krim Rasa Cokelat Dan Stroberi)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Olympia Choco Fudge (Es Krim Rasa Vanila Dengan Saus Cokelat)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Hula Hula Durian (Es Krim Rasa Durian) - Kemasan 80ml, 90ml, 350ml, 700ml"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Spongebob Squarepants - Strawberry Choco Banana (Es Krim Rasa Pisang Dan Stroberi Dengan Saus Coklat)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Happy Cow (Es Krim Rasa Vanila Dengan Cokelat Aneka Warna)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Olympia Choco Crunch (Es Krim Rasa Coklat Dan Vanila Dengan Potongan Coklat)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Petit Grape (Es Stik Rasa Anggur)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Hula Hula Tape Ketan Hitam (Es Krim Rasa Tape Ketan Hitam Dengan Lapis Cokelat)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Hula Hula Kacang Hijau (Es Krim Kacang  Hijau dengan Lapis Cokelat)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Petit Chocolate (Es Stik Cokelat)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Petit Chocomix (Es Krim Rasa Cokelat Mix)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Fantasy Apel (Es Stik Rasa Apel)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Fantasy Stroberi (Es Stik Rasa Stroberi)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Happy Cow Rainbow (Es Susu Rasa Cotton Candy)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Happy Cow Rainbow Pops (Es susu Rasa Cotton Candy)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Tropicana Choco Vanilla (Es Krim Rasa Cokelat Dan Vanilla Dengan Pelapis Cokelat Dan Kacang)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Heart Strawberry Chocolate Vanilla (Es Krim Rasa Stroberi, Coklat, Vanilla)"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Spongebob Squarepants - Fantastic Choco Banana (Es Krim Rasa Cokelat, Pisang, Dan Vanilla)"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Goldribbon Cashew Nut (Es Krim Rasa Vanila Lapis Coklat Dengan Kacang Mede)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Spiderman Ice Cream (Es Krim Rasa Strawberry Dan Cotton Candy)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Spongebob Squarepants - Strawberry Choco Vanilla (Es Krim Rasa Coklat,Vanilla Dan Stroberi)"
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Gold Ribbon Chocolate (Es Krim Cokelat Dengan Potongan Almond Dan Saus Coklat)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Gold Ribbon Cookies & Cream (Es Krim Rasa Vanila Dengan Taburan Kue Kukis)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Gold Ribbon Strawberry (Es Krim Rasa Stroberi Dengan Potongan Buah stroberi)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Es Krim Potongan Cookies And Creamy (Es Krim Potong Rasa Vanila dengan Potongan Kukis)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00",Campina - Es Krim Potongan Strawberry (Es Krim Potong Rasa Stroberi Dengan Saus Stroberi)
PT Campina Ice Cream Industry Tbk.,"Jl. Rungkut Industri II No. 15-17, Kel. Tenggilis Mejoyo, Kec. Tenggilis Mejoyo",Kota Surabaya,Jawa Timur,60292,"Es, Es Krim, dan Bahan Pendukungnya",Campina,77,SH2021-1-001360,"21 May, 2021, 00:00",ID00410000110140521,"13 August, 2021, 00:00","13 August, 2025, 00:00","Campina - Es Krim Potong Neapolitan (Es Krim Potong Rasa Cokelat, Stroberi, Dan Vanila)"
